flight_id,split,rows,pairs_2s,pairs_10s,pairs_30s,pairs_60s,pairs_120s
KSJC:SWA186_30L_ac086b_20260703T221310Z,train,126,125,121,111,96,66
KSJC:SWA186_30L_ac729c_20260630T190658Z,train,131,130,126,116,101,71
KSJC:SWA186_30R_ac3688_20260720T220336Z,val,131,130,126,116,101,71
KSJC:SWA186_30R_ac4c21_20260721T194604Z,train,129,128,124,114,99,69
KSJC:SWA1870_30L_abb222_20260501T033545Z,train,149,148,144,134,119,89
KSJC:SWA1870_30L_abc455_20260515T024142Z,train,134,133,129,119,104,74
KSJC:SWA1870_30L_abec03_20260529T034616Z,train,135,134,130,120,105,75
KSJC:SWA1870_30L_abec6c_20260526T030936Z,train,144,143,139,129,114,84
KSJC:SWA1870_30L_abef16_20260519T050938Z,train,133,132,128,118,103,73
KSJC:SWA1870_30L_abfcda_20260508T032643Z,train,146,145,141,131,116,86
KSJC:SWA1870_30L_ac015f_20260530T031445Z,train,138,137,133,123,108,78
KSJC:SWA1870_30L_ac249e_20260512T025736Z,train,140,139,135,125,110,80
KSJC:SWA1870_30L_ac2f5a_20260523T034318Z,train,135,134,130,120,105,75
KSJC:SWA1870_30L_ac3ee9_20260522T042250Z,train,146,145,141,131,116,86
KSJC:SWA1905_30L_abc012_20260514T052809Z,val,141,140,136,126,111,81
KSJC:SWA1905_30L_ac07b8_20260527T055625Z,train,142,141,137,127,112,82
KSJC:SWA1905_30L_ac3338_20260506T071911Z,train,137,136,132,122,107,77
KSJC:SWA1905_30L_ac41ab_20260528T054805Z,train,131,130,126,116,101,71
KSJC:SWA1905_30L_ac5ab7_20260520T055749Z,train,137,136,132,122,107,77
KSJC:SWA1905_30L_ac5ed9_20260513T060052Z,train,141,140,136,126,111,81
KSJC:SWA1905_30R_ab62ad_20260507T053314Z,train,150,149,145,135,120,90
KSJC:SWA1924_30L_ac48d3_20260503T024124Z,train,142,141,137,127,112,82
KSJC:SWA1924_30L_ac5afd_20260531T031910Z,train,122,121,117,107,92,62
KSJC:SWA1924_30L_ac692a_20260517T025516Z,train,132,131,127,117,102,72
KSJC:SWA193_30L_abb245_20260713T025004Z,val,128,127,123,113,98,68
KSJC:SWA193_30L_abbd47_20260720T034332Z,val,122,121,117,107,92,62
KSJC:SWA193_30L_ac23ef_20260706T040701Z,train,127,126,122,112,97,67
KSJC:SWA193_30R_ac0048_20260629T032647Z,val,131,130,126,116,101,71
KSJC:SWA1940_30L_ab5ed8_20260629T231047Z,train,184,183,179,169,154,124
KSJC:SWA1940_30L_abf8e0_20260719T225637Z,val,204,203,199,189,174,144
KSJC:SWA1940_30L_abfd00_20260715T230516Z,train,145,144,140,130,115,85
KSJC:SWA1940_30L_ac0143_20260706T233150Z,train,144,143,139,129,114,84
KSJC:SWA1940_30L_ac04d3_20260705T225504Z,train,188,187,183,173,158,128
KSJC:SWA1940_30L_ac088e_20260711T231035Z,train,209,208,204,194,179,149
KSJC:SWA1940_30L_ac088e_20260717T231336Z,train,186,185,181,171,156,126
KSJC:SWA1940_30L_ac0b96_20260630T230249Z,train,194,193,189,179,164,134
KSJC:SWA1940_30L_ac0ff9_20260707T231412Z,train,186,185,181,171,156,126
KSJC:SWA1940_30L_ac1301_20260628T231540Z,train,178,177,173,163,148,118
KSJC:SWA1940_30L_ac1698_20260702T230523Z,train,185,184,180,170,155,125
KSJC:SWA1940_30L_ac1720_20260708T225725Z,train,193,192,188,178,163,133
KSJC:SWA1940_30L_ac1720_20260713T231629Z,train,179,178,174,164,149,119
KSJC:SWA1940_30L_ac1a72_20260704T230930Z,train,194,193,189,179,164,134
KSJC:SWA1940_30L_ac1a95_20260710T225455Z,train,173,172,168,158,143,113
KSJC:SWA1940_30L_ac1ab8_20260703T230142Z,train,209,208,204,194,179,149
KSJC:SWA1940_30L_ac1ab8_20260713T002813Z,train,191,190,186,176,161,131
KSJC:SWA1940_30L_ac1b21_20260716T230353Z,train,186,185,181,171,156,126
KSJC:SWA1940_30L_ac1b21_20260718T230209Z,train,183,182,178,168,153,123
KSJC:SWA1940_30R_ab628c_20260721T225145Z,train,184,183,179,169,154,124
KSJC:SWA1940_30R_abf8ff_20260701T231720Z,val,155,154,150,140,125,95
KSJC:SWA1940_30R_abfd00_20260709T225540Z,train,185,184,180,170,155,125
KSJC:SWA1940_30R_ac1ad7_20260720T230740Z,train,142,141,137,127,112,82
KSJC:SWA1961_30L_ac69b6_20260705T005715Z,train,229,228,224,214,199,169
KSJC:SWA1978_30L_a59f53_20260524T201323Z,val,130,129,125,115,100,70
KSJC:SWA1988_30L_a5ae2f_20260525T024032Z,train,142,141,137,127,112,82
KSJC:SWA1998_30L_a5669f_20260704T151010Z,train,134,133,129,119,104,74
KSJC:SWA2001_30L_a5958c_20260704T162722Z,train,134,133,129,119,104,74
KSJC:SWA2012_12R_aa9e28_20260528T152301Z,train,301,300,296,286,271,241
KSJC:SWA2012_30L_a28ee7_20260504T150844Z,train,130,129,125,115,100,70
KSJC:SWA2012_30L_a2ded8_20260525T151533Z,train,151,150,146,136,121,91
KSJC:SWA2012_30L_a537b2_20260521T150008Z,train,130,129,125,115,100,70
KSJC:SWA2012_30L_aaaddc_20260501T151334Z,val,131,130,126,116,101,71
KSJC:SWA2012_30L_acd675_20260508T150505Z,train,167,166,162,152,137,107
KSJC:SWA2012_30L_ad292a_20260514T150446Z,train,136,135,131,121,106,76
KSJC:SWA2012_30L_ad36a8_20260529T151317Z,train,138,137,133,123,108,78
KSJC:SWA2012_30L_ad5460_20260511T150310Z,train,138,137,133,123,108,78
KSJC:SWA2012_30L_ad6595_20260515T150919Z,train,137,136,132,122,107,77
KSJC:SWA2012_30R_a29748_20260522T152008Z,train,143,142,138,128,113,83
KSJC:SWA2012_30R_a5669f_20260518T151449Z,train,141,140,136,126,111,81
KSJC:SWA2024_30L_a577d4_20260628T220106Z,train,152,151,147,137,122,92
KSJC:SWA2024_30L_ad6595_20260719T212813Z,val,133,132,128,118,103,73
KSJC:SWA2024_30R_a2c635_20260705T212541Z,train,134,133,129,119,104,74
KSJC:SWA2025_30L_ac758a_20260705T005142Z,val,122,121,117,107,92,62
KSJC:SWA2040_30L_abad94_20260717T052122Z,train,167,166,162,152,137,107
KSJC:SWA2040_30L_abbc75_20260707T052034Z,val,224,223,219,209,194,164
KSJC:SWA2040_30L_abc0e4_20260710T051439Z,train,210,209,205,195,180,150
KSJC:SWA2040_30L_abe075_20260704T051544Z,val,221,220,216,206,191,161
KSJC:SWA2040_30L_ac048d_20260718T052158Z,train,202,201,197,187,172,142
KSJC:SWA2040_30R_abeb57_20260721T074616Z,train,208,207,203,193,178,148
KSJC:SWA2040_30R_abec4d_20260703T055516Z,train,171,170,166,156,141,111
KSJC:SWA2040_30R_abf2ea_20260711T055309Z,train,219,218,214,204,189,159
KSJC:SWA2042_30L_a1f94c_20260527T041048Z,train,150,149,145,135,120,90
KSJC:SWA2042_30L_a240dc_20260501T042813Z,train,140,139,135,125,110,80
KSJC:SWA2042_30L_a24c01_20260513T033820Z,train,142,141,137,127,112,82
KSJC:SWA2042_30L_a28ee7_20260528T041201Z,train,134,133,129,119,104,74
KSJC:SWA2042_30L_a2afeb_20260526T042651Z,train,126,125,121,111,96,66
KSJC:SWA2042_30L_a2c9ec_20260506T042228Z,train,143,142,138,128,113,83
KSJC:SWA2042_30L_a58e1e_20260530T033748Z,train,148,147,143,133,118,88
KSJC:SWA2042_30L_a5fd2d_20260502T041603Z,train,145,144,140,130,115,85
KSJC:SWA2042_30L_a5fd2d_20260509T033830Z,train,161,160,156,146,131,101
KSJC:SWA2042_30L_aa7a61_20260516T033712Z,train,139,138,134,124,109,79
KSJC:SWA2042_30L_aa7a61_20260522T040540Z,val,143,142,138,128,113,83
KSJC:SWA2042_30L_aaad6d_20260514T033530Z,train,152,151,147,137,122,92
KSJC:SWA2042_30L_acc02b_20260508T034149Z,val,143,142,138,128,113,83
KSJC:SWA2042_30L_ad5817_20260505T035607Z,val,150,149,145,135,120,90
KSJC:SWA2042_30L_ad61de_20260512T032922Z,train,139,138,134,124,109,79
KSJC:SWA2042_30L_ad7828_20260523T042047Z,train,141,140,136,126,111,81
KSJC:SWA2042_30R_a196c8_20260521T045649Z,train,135,134,130,120,105,75
KSJC:SWA2042_30R_a1a697_20260519T042921Z,train,167,166,162,152,137,107
KSJC:SWA2042_30R_aa735a_20260507T040159Z,val,152,151,147,137,122,92
KSJC:SWA2050_12R_ac2439_20260528T231850Z,train,235,234,230,220,205,175
KSJC:SWA2050_30L_a1435d_20260514T232429Z,train,141,140,136,126,111,81
KSJC:SWA2050_30L_abb4ea_20260527T215552Z,train,134,133,129,119,104,74
KSJC:SWA2050_30L_abc012_20260525T225322Z,train,120,119,115,105,90,60
KSJC:SWA2050_30L_abc49b_20260505T215557Z,train,143,142,138,128,113,83
KSJC:SWA2050_30L_abc780_20260506T221336Z,train,125,124,120,110,95,65
KSJC:SWA2050_30L_abd971_20260526T221520Z,train,134,133,129,119,104,74
KSJC:SWA2050_30L_abd9b6_20260519T222447Z,train,135,134,130,120,105,75
KSJC:SWA2050_30L_abef98_20260512T221840Z,train,124,123,119,109,94,64
KSJC:SWA2050_30L_ac0448_20260529T230029Z,train,135,134,130,120,105,75
KSJC:SWA2050_30L_ac205f_20260504T223458Z,val,142,141,137,127,112,82
KSJC:SWA2050_30L_ac250b_20260522T231301Z,val,124,123,119,109,94,64
KSJC:SWA2050_30L_ac3751_20260501T225651Z,train,138,137,133,123,108,78
KSJC:SWA2050_30L_ac4f29_20260519T000719Z,train,127,126,122,112,97,67
KSJC:SWA2050_30L_ac5765_20260521T230057Z,train,140,139,135,125,110,80
KSJC:SWA2050_30L_ac5b66_20260520T223318Z,train,125,124,120,110,95,65
KSJC:SWA2050_30R_ac5afd_20260511T225908Z,train,121,120,116,106,91,61
KSJC:SWA2057_12R_a5fd2d_20260527T134145Z,train,237,236,232,222,207,177
KSJC:SWA2057_12R_ac8b2e_20260528T141025Z,train,236,235,231,221,206,176
KSJC:SWA2057_30L_a143a3_20260530T172133Z,train,138,137,133,123,108,78
KSJC:SWA2057_30L_a20e38_20260521T135947Z,train,133,132,128,118,103,73
KSJC:SWA2057_30L_a235b7_20260513T133504Z,train,147,146,142,132,117,87
KSJC:SWA2057_30L_a29eb6_20260520T133735Z,val,130,129,125,115,100,70
KSJC:SWA2057_30L_a2bb10_20260512T134255Z,train,139,138,134,124,109,79
KSJC:SWA2057_30L_a2efae_20260529T140807Z,train,143,142,138,128,113,83
KSJC:SWA2057_30L_a51f0f_20260510T155021Z,train,151,150,146,136,121,91
KSJC:SWA2057_30L_a586b0_20260522T140623Z,train,131,130,126,116,101,71
KSJC:SWA2057_30L_a58e1e_20260503T154238Z,train,130,129,125,115,100,70
KSJC:SWA2057_30L_a591d5_20260508T140801Z,train,153,152,148,138,123,93
KSJC:SWA2057_30L_a73410_20260514T135956Z,train,141,140,136,126,111,81
KSJC:SWA2057_30L_aa72f5_20260526T133957Z,train,150,149,145,135,120,90
KSJC:SWA2057_30L_aa735a_20260515T141400Z,train,149,148,144,134,119,89
KSJC:SWA2057_30L_aa9b20_20260507T140432Z,train,143,142,138,128,113,83
KSJC:SWA2057_30L_ac0448_20260516T172540Z,train,139,138,134,124,109,79
KSJC:SWA2057_30L_ac136d_20260502T171733Z,val,128,127,123,113,98,68
KSJC:SWA2057_30L_acd675_20260519T134028Z,train,138,137,133,123,108,78
KSJC:SWA2057_30L_ad5e27_20260517T161129Z,val,143,142,138,128,113,83
KSJC:SWA2057_30L_ad694c_20260506T133537Z,val,153,152,148,138,123,93
KSJC:SWA2057_30L_ad70ba_20260511T140128Z,train,127,126,122,112,97,67
KSJC:SWA2057_30L_ad7f96_20260501T140611Z,train,143,142,138,128,113,83
KSJC:SWA2057_30R_a2536f_20260531T155317Z,train,138,137,133,123,108,78
KSJC:SWA2073_12R_abd17b_20260528T165015Z,train,221,220,216,206,191,161
KSJC:SWA2073_30L_a146f1_20260506T173912Z,val,130,129,125,115,100,70
KSJC:SWA2073_30L_ab5bd4_20260507T165601Z,val,141,140,136,126,111,81
KSJC:SWA2073_30L_ab627c_20260513T172954Z,val,140,139,135,125,110,80
KSJC:SWA2073_30L_ab6316_20260515T170302Z,train,132,131,127,117,102,72
KSJC:SWA2073_30L_abb54f_20260504T171659Z,train,138,137,133,123,108,78
KSJC:SWA2073_30L_abbd8d_20260519T182231Z,train,123,122,118,108,93,63
KSJC:SWA2073_30L_abe3e6_20260526T173038Z,train,133,132,128,118,103,73
KSJC:SWA2073_30L_abeb7c_20260518T171027Z,train,143,142,138,128,113,83
KSJC:SWA2073_30L_abefdd_20260511T164454Z,train,120,119,115,105,90,60
KSJC:SWA2073_30L_abf9d5_20260520T175022Z,train,126,125,121,111,96,66
KSJC:SWA2073_30L_ac0519_20260505T172559Z,train,141,140,136,126,111,81
KSJC:SWA2073_30L_ac1765_20260529T164945Z,val,139,138,134,124,109,79
KSJC:SWA2073_30L_ac249e_20260524T170453Z,train,123,122,118,108,93,63
KSJC:SWA2073_30L_ac27a6_20260517T170443Z,train,141,140,136,126,111,81
KSJC:SWA2073_30L_ac287c_20260531T172332Z,train,127,126,122,112,97,67
KSJC:SWA2073_30L_ac335b_20260514T164906Z,val,134,133,129,119,104,74
KSJC:SWA2073_30L_ac4210_20260508T164050Z,train,134,133,129,119,104,74
KSJC:SWA2073_30L_ac4b95_20260522T164848Z,val,127,126,122,112,97,67
KSJC:SWA2073_30L_ac6573_20260503T170650Z,train,133,132,128,118,103,73
KSJC:SWA2073_30L_ac6645_20260501T165356Z,train,122,121,117,107,92,62
KSJC:SWA2074_12R_ac1a44_20260528T215609Z,val,324,323,319,309,294,264
KSJC:SWA2074_30L_abc0c1_20260515T220328Z,train,136,135,131,121,106,76
KSJC:SWA2074_30L_ac36a9_20260514T214419Z,train,146,145,141,131,116,86
KSJC:SWA2074_30L_ac3751_20260522T220916Z,val,137,136,132,122,107,77
KSJC:SWA2074_30L_ac48d3_20260521T214623Z,train,124,123,119,109,94,64
KSJC:SWA2074_30L_ac5066_20260511T221329Z,train,127,126,122,112,97,67
KSJC:SWA2074_30L_ac578c_20260504T215753Z,train,130,129,125,115,100,70
KSJC:SWA2074_30L_ac5b20_20260529T220528Z,train,133,132,128,118,103,73
KSJC:SWA2074_30L_ac5ed9_20260501T213632Z,train,131,130,126,116,101,71
KSJC:SWA2076_30L_a143a3_20260526T062245Z,val,156,155,151,141,126,96
KSJC:SWA2076_30L_ab5ade_20260523T054918Z,train,128,127,123,113,98,68
KSJC:SWA2076_30L_ab5b2b_20260515T055556Z,train,134,133,129,119,104,74
KSJC:SWA2076_30L_abaa43_20260522T060954Z,train,140,139,135,125,110,80
KSJC:SWA2076_30L_abc80c_20260528T051030Z,train,129,128,124,114,99,69
KSJC:SWA2076_30L_abe075_20260504T065042Z,train,136,135,131,121,106,76
KSJC:SWA2076_30L_abe7c5_20260507T044015Z,train,142,141,137,127,112,82
KSJC:SWA2076_30L_abef2f_20260506T062539Z,train,134,133,129,119,104,74
KSJC:SWA2076_30L_abfc71_20260511T061341Z,val,133,132,128,118,103,73
KSJC:SWA2076_30L_ac0f4d_20260508T052119Z,train,138,137,133,123,108,78
KSJC:SWA2076_30L_ac12be_20260502T051628Z,val,144,143,139,129,114,84
KSJC:SWA2076_30L_ac12be_20260527T060322Z,train,134,133,129,119,104,74
KSJC:SWA2076_30L_ac13f9_20260512T054230Z,val,130,129,125,115,100,70
KSJC:SWA2076_30L_ac1b21_20260531T043204Z,val,132,131,127,117,102,72
KSJC:SWA2076_30L_ac1b44_20260520T085619Z,train,143,142,138,128,113,83
KSJC:SWA2076_30L_ac2bc6_20260529T055439Z,val,138,137,133,123,108,78
KSJC:SWA2076_30L_ac3a83_20260524T042159Z,val,136,135,131,121,106,76
KSJC:SWA2076_30L_ac4801_20260501T062056Z,train,140,139,135,125,110,80
KSJC:SWA2076_30L_ac4bdd_20260514T045423Z,train,131,130,126,116,101,71
KSJC:SWA2076_30L_ac5326_20260518T071205Z,train,147,146,142,132,117,87
KSJC:SWA2076_30L_ac53f8_20260503T045750Z,train,129,128,124,114,99,69
KSJC:SWA2076_30L_ac56d9_20260530T051521Z,train,133,132,128,118,103,73
KSJC:SWA2076_30L_ac5ab7_20260505T062706Z,train,141,140,136,126,111,81
KSJC:SWA2076_30L_ac61bc_20260521T052139Z,train,132,131,127,117,102,72
KSJC:SWA2076_30L_ac62cc_20260510T050055Z,val,136,135,131,121,106,76
KSJC:SWA2076_30L_ac65dc_20260517T050054Z,train,135,134,130,120,105,75
KSJC:SWA2076_30L_ac6a1f_20260516T055057Z,train,151,150,146,136,121,91
KSJC:SWA2076_30R_ac2813_20260519T062630Z,train,142,141,137,127,112,82
KSJC:SWA2079_12R_a5a6c1_20260706T160657Z,val,216,215,211,201,186,156
KSJC:SWA2079_30L_a2a26d_20260703T162049Z,train,122,121,117,107,92,62
KSJC:SWA2079_30L_a582f9_20260708T165548Z,train,145,144,140,130,115,85
KSJC:SWA2079_30L_a5a30a_20260707T164538Z,train,135,134,130,120,105,75
KSJC:SWA2079_30L_a5c31b_20260713T161749Z,train,133,132,128,118,103,73
KSJC:SWA2079_30L_aaaddc_20260715T164653Z,train,154,153,149,139,124,94
KSJC:SWA2079_30L_ac2859_20260719T163001Z,train,122,121,117,107,92,62
KSJC:SWA2079_30L_ac4bdd_20260712T164551Z,train,121,120,116,106,91,61
KSJC:SWA2079_30L_ac62cc_20260705T170602Z,train,118,117,113,103,88,58
KSJC:SWA2079_30L_ac8777_20260704T233432Z,train,135,134,130,120,105,75
KSJC:SWA2079_30L_acd675_20260717T160110Z,train,128,127,123,113,98,68
KSJC:SWA2079_30L_ad2573_20260629T162413Z,val,127,126,122,112,97,67
KSJC:SWA2079_30L_ad61de_20260709T155903Z,train,136,135,131,121,106,76
KSJC:SWA2079_30R_a1ce16_20260720T160159Z,train,137,136,132,122,107,77
KSJC:SWA2079_30R_aaad49_20260714T180452Z,train,146,145,141,131,116,86
KSJC:SWA2079_30R_ad4584_20260721T163337Z,train,127,126,122,112,97,67
KSJC:SWA2089_30L_a2536f_20260523T213619Z,train,197,196,192,182,167,137
KSJC:SWA2089_30L_a28c23_20260530T211416Z,train,147,146,142,132,117,87
KSJC:SWA2089_30L_a57b8b_20260502T211104Z,train,198,197,193,183,168,138
KSJC:SWA2089_30L_a5a6c1_20260516T211634Z,train,219,218,214,204,189,159
KSJC:SWA2089_30L_aa6ba6_20260509T210728Z,val,222,221,217,207,192,162
KSJC:SWA2089_30L_ab5f87_20260501T064744Z,val,205,204,200,190,175,145
KSJC:SWA2089_30L_ab6247_20260516T063926Z,train,215,214,210,200,185,155
KSJC:SWA2089_30L_ab628c_20260520T033408Z,val,153,152,148,138,123,93
KSJC:SWA2089_30L_abdc78_20260526T053743Z,train,190,189,185,175,160,130
KSJC:SWA2089_30L_abe7c5_20260509T060441Z,train,218,217,213,203,188,158
KSJC:SWA2089_30L_abe7e3_20260530T055627Z,train,224,223,219,209,194,164
KSJC:SWA2089_30L_abeb31_20260529T053801Z,val,219,218,214,204,189,159
KSJC:SWA2089_30L_abeb7c_20260515T062727Z,train,209,208,204,194,179,149
KSJC:SWA2089_30L_ac006d_20260502T063455Z,val,218,217,213,203,188,158
KSJC:SWA2089_30L_ac04ae_20260531T195312Z,val,207,206,202,192,177,147
KSJC:SWA2089_30L_ac2439_20260507T033047Z,train,206,205,201,191,176,146
KSJC:SWA2089_30L_ac2b80_20260503T194039Z,train,217,216,212,202,187,157
KSJC:SWA2089_30L_ac2be9_20260523T054425Z,train,195,194,190,180,165,135
KSJC:SWA2089_30L_ac2fc3_20260519T055625Z,train,219,218,214,204,189,159
KSJC:SWA2089_30L_ac3338_20260522T061504Z,val,277,276,272,262,247,217
KSJC:SWA2089_30L_ac4279_20260506T034854Z,train,206,205,201,191,176,146
KSJC:SWA2089_30L_ac4b72_20260528T033205Z,train,128,127,123,113,98,68
KSJC:SWA2089_30L_ac4b95_20260517T193115Z,train,260,259,255,245,230,200
KSJC:SWA2089_30L_ac4c67_20260527T033303Z,train,136,135,131,121,106,76
KSJC:SWA2089_30L_ac5b20_20260510T194331Z,train,129,128,124,114,99,69
KSJC:SWA2089_30L_ac5e01_20260505T060500Z,train,183,182,178,168,153,123
KSJC:SWA2089_30L_ac5ed9_20260521T033745Z,train,206,205,201,191,176,146
KSJC:SWA2089_30L_ac692a_20260514T033906Z,train,171,170,166,156,141,111
KSJC:SWA2089_30L_ac6993_20260513T033945Z,train,153,152,148,138,123,93
KSJC:SWA208_30L_ac134a_20260719T014902Z,train,138,137,133,123,108,78
KSJC:SWA208_30L_ac13f9_20260628T021201Z,train,134,133,129,119,104,74
KSJC:SWA2090_30L_abe77a_20260517T191301Z,train,129,128,124,114,99,69
KSJC:SWA2090_30L_ac23ef_20260510T185125Z,train,128,127,123,113,98,68
KSJC:SWA2090_30L_ac2b80_20260531T185047Z,train,117,116,112,102,87,57
KSJC:SWA2090_30L_ac2c33_20260503T185836Z,train,144,143,139,129,114,84
KSJC:SWA2091_30L_aaad6d_20260704T180654Z,train,213,212,208,198,183,153
KSJC:SWA2100_12R_abaa0e_20260701T185642Z,train,308,307,303,293,278,248
KSJC:SWA2100_12R_abfd66_20260630T185018Z,train,215,214,210,200,185,155
KSJC:SWA2100_30L_ac300d_20260708T180605Z,val,144,143,139,129,114,84
KSJC:SWA2100_30L_ac71ef_20260707T181329Z,train,134,133,129,119,104,74
KSJC:SWA2100_30R_abb5e2_20260715T180116Z,train,135,134,130,120,105,75
KSJC:SWA2100_30R_abb972_20260721T184148Z,train,119,118,114,104,89,59
KSJC:SWA2116_30L_a1b1bc_20260505T014938Z,train,202,201,197,187,172,142
KSJC:SWA2116_30L_a1d1d0_20260516T015628Z,train,223,222,218,208,193,163
KSJC:SWA2116_30L_a1e302_20260519T015629Z,train,226,225,221,211,196,166
KSJC:SWA2116_30L_a2685b_20260508T020055Z,train,192,191,187,177,162,132
KSJC:SWA2116_30L_a2d76a_20260529T020328Z,train,136,135,131,121,106,76
KSJC:SWA2116_30L_a2fee9_20260530T021239Z,train,146,145,141,131,116,86
KSJC:SWA2116_30L_a72ca2_20260501T015620Z,train,247,246,242,232,217,187
KSJC:SWA2116_30L_aa7718_20260518T014705Z,train,153,152,148,138,123,93
KSJC:SWA2116_30L_aaa2d3_20260526T012924Z,train,225,224,220,210,195,165
KSJC:SWA2116_30L_aaadb2_20260504T021809Z,val,210,209,205,195,180,150
KSJC:SWA2116_30L_abc0e4_20260503T012744Z,train,139,138,134,124,109,79
KSJC:SWA2116_30L_abe892_20260521T020931Z,train,237,236,232,222,207,177
KSJC:SWA2116_30L_abef2f_20260524T012707Z,train,318,317,313,303,288,258
KSJC:SWA2116_30L_abf9b1_20260510T011936Z,train,209,208,204,194,179,149
KSJC:SWA2116_30L_ac07fd_20260528T013627Z,train,136,135,131,121,106,76
KSJC:SWA2116_30L_ac210e_20260517T012744Z,train,136,135,131,121,106,76
KSJC:SWA2116_30L_ac24e4_20260507T040900Z,train,194,193,189,179,164,134
KSJC:SWA2116_30L_ac2c9c_20260527T014316Z,train,224,223,219,209,194,164
KSJC:SWA2116_30L_ac41f3_20260514T025652Z,train,214,213,209,199,184,154
KSJC:SWA2116_30L_ac56d9_20260506T015507Z,train,151,150,146,136,121,91
KSJC:SWA2116_30L_ac929c_20260512T014456Z,val,220,219,215,205,190,160
KSJC:SWA2116_30L_ac929c_20260522T012603Z,val,260,259,255,245,230,200
KSJC:SWA2116_30L_acba1b_20260502T020451Z,val,144,143,139,129,114,84
KSJC:SWA2116_30L_ad1e05_20260515T015020Z,val,215,214,210,200,185,155
KSJC:SWA2116_30L_ad70ba_20260523T015003Z,train,214,213,209,199,184,154
KSJC:SWA2116_30R_ac048d_20260520T020607Z,train,230,229,225,215,200,170
KSJC:SWA2116_30R_ac6596_20260531T012618Z,train,218,217,213,203,188,158
KSJC:SWA2118_30L_abc107_20260711T201048Z,val,136,135,131,121,106,76
KSJC:SWA2118_30R_abdc56_20260718T202753Z,train,134,133,129,119,104,74
KSJC:SWA2121_30L_a1bb83_20260709T183551Z,train,156,155,151,141,126,96
KSJC:SWA2121_30L_a2c27e_20260713T185822Z,train,121,120,116,106,91,61
KSJC:SWA2121_30L_a2f77b_20260706T185449Z,val,143,142,138,128,113,83
KSJC:SWA2121_30L_a557c3_20260702T184153Z,train,122,121,117,107,92,62
KSJC:SWA2121_30L_aaaa4a_20260710T212427Z,train,149,148,144,134,119,89
KSJC:SWA2121_30L_ac98ac_20260716T185234Z,train,166,165,161,151,136,106
KSJC:SWA2121_30L_accb50_20260629T185302Z,train,136,135,131,121,106,76
KSJC:SWA2121_30L_ad21bc_20260717T185413Z,train,150,149,145,135,120,90
KSJC:SWA2121_30R_aa735a_20260720T185630Z,train,130,129,125,115,100,70
KSJC:SWA2173_30L_a5f208_20260511T035711Z,val,128,127,123,113,98,68
KSJC:SWA2173_30L_aa974f_20260518T044835Z,train,157,156,152,142,127,97
KSJC:SWA2185_30L_ab5b2b_20260719T024508Z,train,131,130,126,116,101,71
KSJC:SWA2185_30L_ac1afa_20260628T035531Z,val,139,138,134,124,109,79
KSJC:SWA2185_30L_ac2be9_20260712T043400Z,train,131,130,126,116,101,71
KSJC:SWA2257_30L_abe501_20260505T021254Z,train,145,144,140,130,115,85
KSJC:SWA2257_30L_abf8e0_20260519T025622Z,train,138,137,133,123,108,78
KSJC:SWA2257_30L_abf9f8_20260515T015225Z,train,146,145,141,131,116,86
KSJC:SWA2257_30L_ac0519_20260516T014626Z,train,131,130,126,116,101,71
KSJC:SWA2257_30L_ac086b_20260501T015818Z,train,130,129,125,115,100,70
KSJC:SWA2257_30L_ac0c41_20260523T025638Z,train,137,136,132,122,107,77
KSJC:SWA2257_30L_ac0f4d_20260526T015817Z,train,137,136,132,122,107,77
KSJC:SWA2257_30L_ac0f93_20260529T015741Z,train,124,123,119,109,94,64
KSJC:SWA2257_30L_ac136d_20260509T014736Z,train,131,130,126,116,101,71
KSJC:SWA2257_30L_ac136d_20260530T015531Z,val,144,143,139,129,114,84
KSJC:SWA2257_30L_ac3ea3_20260502T014459Z,train,136,135,131,121,106,76
KSJC:SWA2259_30L_ac4888_20260504T082308Z,train,132,131,127,117,102,72
